Node,Cluster_ID
311,3
220,3
63,3
56,3
225,3
248,3
370,3
24,3
26,3
25,3
278,3
378,3
391,3
354,3
386,3
117,3
430,3
446,3
447,3
716,3
676,3
744,3
514,3
437,3
512,3
779,3
759,3
519,3
813,3
817,3
825,3
889,3
826,3
829,3
14,4
94,4
258,4
269,4
273,4
288,4
276,4
373,4
350,4
396,4
287,4
298,4
271,4
112,4
297,4
266,4
372,4
302,4
406,4
423,4
467,4
487,4
626,4
526,4
534,4
748,4
513,4
806,4
867,4
807,4
815,4
849,4
19,5
267,5
291,5
388,5
69,5
268,5
316,5
95,5
124,5
231,5
235,5
247,5
289,5
299,5
43,5
468,5
525,5
540,5
543,5
567,5
585,5
721,5
729,5
730,5
746,5
713,5
719,5
711,5
604,5
714,5
742,5
741,5
720,5
637,5
712,5
673,5
674,5
600,5
704,5
661,5
616,5
625,5
553,5
659,5
697,5
692,5
550,5
593,5
620,5
683,5
623,5
666,5
549,5
584,5
693,5
579,5
571,5
588,5
547,5
597,5
582,5
660,5
699,5
590,5
599,5
677,5
608,5
607,5
664,5
665,5
545,5
663,5
695,5
544,5
667,5
565,5
702,5
615,5
614,5
617,5
690,5
538,5
722,5
562,5
804,5
834,5
851,5
865,5
822,5
823,5
827,5
57,6
87,6
390,6
277,6
376,6
283,6
284,6
257,6
221,6
303,6
212,6
381,6
286,6
92,6
228,6
383,6
348,6
249,6
261,6
255,6
451,6
613,6
631,6
668,6
791,6
635,6
638,6
790,6
726,6
810,6
838,6
887,6
850,6
820,6
818,6
819,6
811,6
68,7
146,7
149,7
151,7
168,7
179,7
175,7
169,7
172,7
184,7
166,7
174,7
159,7
156,7
153,7
196,7
204,7
161,7
152,7
148,7
173,7
191,7
158,7
147,7
186,7
164,7
194,7
162,7
183,7
167,7
170,7
155,7
171,7
163,7
150,7
195,7
177,7
189,7
181,7
190,7
205,7
157,7
203,7
176,7
178,7
118,8
270,8
356,8
307,8
314,8
805,8
213,8
215,8
222,8
285,8
329,8
328,8
400,8
377,8
380,8
260,8
280,8
305,8
237,8
240,8
293,8
401,8
491,8
682,8
769,8
708,8
492,8
765,8
458,8
652,8
505,8
680,8
681,8
732,8
800,8
479,8
715,8
557,8
581,8
685,8
754,8
846,8
862,8
239,9
262,9
321,9
322,9
324,9
326,9
331,9
337,9
369,9
335,9
330,9
358,9
334,9
339,9
327,9
338,9
341,9
361,9
353,9
364,9
342,9
349,9
344,9
385,9
362,9
387,9
392,9
351,9
343,9
357,9
345,9
355,9
352,9
332,9
264,9
319,9
309,9
368,9
275,9
366,9
317,9
398,9
312,9
318,9
333,9
296,9
281,9
402,9
408,9
411,9
429,9
498,9
521,9
686,9
707,9
672,9
643,9
669,9
425,9
418,9
520,9
442,9
422,9
421,9
432,9
419,9
504,9
465,9
433,9
416,9
410,9
428,9
412,9
671,9
691,9
424,9
403,9
434,9
650,9
482,9
651,9
453,9
833,9
839,9
881,9
883,9
844,9
242,10
347,10
252,10
537,10
622,10
587,10
605,10
554,10
577,10
611,10
552,10
541,10
559,10
569,10
601,10
596,10
602,10
619,10
598,10
566,10
718,10
294,11
389,11
394,11
397,11
393,11
404,11
414,11
570,11
572,11
738,11
782,11
575,11
578,11
761,11
794,11
503,11
688,11
771,11
509,11
700,11
728,11
679,11
698,11
747,11
426,11
694,11
431,11
443,11
763,11
802,11
808,11
809,11
824,11
828,11
816,11
812,11
873,11
313,12
374,12
379,12
382,12
375,12
371,12
325,12
365,12
440,12
471,12
484,12
629,12
630,12
632,12
486,12
485,12
488,12
502,12
655,12
649,12
647,12
710,12
603,12
501,12
684,12
687,12
517,12
798,12
475,12
814,12
346,12
395,12
405,13
409,13
448,13
737,13
415,13
420,13
439,13
413,13
772,13
701,13
751,13
725,13
799,13
654,13
750,13
644,13
427,14
528,14
529,14
530,14
535,14
563,14
564,14
542,14
612,14
642,14
621,14
580,14
752,14
546,14
628,14
639,14
648,14
435,15
445,15
494,15
675,15
724,15
733,15
670,15
658,15
678,15
589,15
662,15
592,15
591,15
595,15
515,15
524,15
532,15
740,15
789,15
633,15
533,15
497,15
606,15
856,15
871,15
476,16
511,16
539,16
558,16
778,16
586,16
560,16
786,16
788,16
551,16
780,16
731,16
727,16
797,16
536,16
548,16
624,16
755,16
689,16
610,16
764,16
696,16
583,16
609,16
781,16
656,16
736,16
774,16
636,16
618,16
762,16
767,16
576,16
594,16
743,16
749,16
776,16
739,16
555,16
777,16
787,16
766,16
561,16
556,16
773,16
758,16
745,16
784,16
753,16
785,16
574,16
803,16
830,16
842,16
864,16
890,16
877,16
869,16
841,16
874,16
866,16
868,16
859,16
843,16
892,16
878,16
837,16
845,16
870,16
860,16
872,16
863,16
852,16
855,16
885,16
861,16
880,16
888,16
831,16
832,16
840,16
847,16
848,16
853,16
882,16
886,16
893,16
854,16
857,16
884,16
835,16
836,16
875,16
876,16
858,16
506,17
508,17
723,17
